fips,year,dist_popcen_instate,dist_popcen_aug,dist_border_instate,dist_border_aug,nearest_wet_fips_aug,nearest_wet_is_oos,n_wet_neighbors_instate_chk,n_oos_wet_neighbors,n_wet_neighbors_aug,any_wet_neighbor_aug,share_wet_neighbors_aug
05085,2020,21.683,21.683,5.639,5.639,05119,0,4,0,4,1,0.6667
05085,2021,21.683,21.683,5.639,5.639,05119,0,4,0,4,1,0.6667
05085,2022,21.683,21.683,5.639,5.639,05119,0,4,0,4,1,0.6667
05085,2023,21.683,21.683,5.639,5.639,05119,0,4,0,4,1,0.6667
05087,2008,23.267,23.267,10.626,10.626,05143,0,3,0,3,1,0.4286
05087,2009,23.267,23.267,10.626,10.626,05143,0,3,0,3,1,0.4286
05087,2010,23.267,23.267,10.626,10.626,05143,0,3,0,3,1,0.4286
05087,2011,23.267,23.267,10.626,10.626,05143,0,3,0,3,1,0.4286
05087,2012,23.267,23.267,10.626,10.626,05143,0,4,0,4,1,0.5714
05087,2013,23.267,23.267,10.626,10.626,05143,0,4,0,4,1,0.5714
05087,2014,23.267,23.267,10.626,10.626,05143,0,4,0,4,1,0.5714
05087,2015,23.267,23.267,10.626,10.626,05143,0,4,0,4,1,0.5714
05087,2016,23.267,23.267,10.626,10.626,05143,0,4,0,4,1,0.5714
05087,2017,23.267,23.267,10.626,10.626,05143,0,4,0,4,1,0.5714
05087,2018,23.267,23.267,10.626,10.626,05143,0,4,0,4,1,0.5714
05087,2019,23.267,23.267,10.626,10.626,05143,0,4,0,4,1,0.5714
05087,2020,23.267,23.267,10.626,10.626,05143,0,4,0,4,1,0.5714
05087,2021,23.267,23.267,10.626,10.626,05143,0,4,0,4,1,0.5714
05087,2022,23.267,23.267,10.626,10.626,05143,0,4,0,4,1,0.5714
05087,2023,23.267,23.267,10.626,10.626,05143,0,4,0,4,1,0.5714
05089,2008,15.728,15.728,5.607,5.607,05005,0,1,2,3,1,0.6
05089,2009,15.728,15.728,5.607,5.607,05005,0,1,2,3,1,0.6
05089,2010,15.728,15.728,5.607,5.607,05005,0,2,2,4,1,0.8
05089,2011,15.728,15.728,5.607,5.607,05005,0,2,2,4,1,0.8
05089,2012,15.728,15.728,5.607,5.607,05005,0,2,2,4,1,0.8
05089,2013,15.728,15.728,5.607,5.607,05005,0,2,2,4,1,0.8
05089,2014,15.728,15.728,5.607,5.607,05005,0,2,2,4,1,0.8
05089,2015,15.728,15.728,5.607,5.607,05005,0,2,2,4,1,0.8
05089,2016,15.728,15.728,5.607,5.607,05005,0,2,2,4,1,0.8
05089,2017,15.728,15.728,5.607,5.607,05005,0,2,2,4,1,0.8
05089,2018,15.728,15.728,5.607,5.607,05005,0,2,2,4,1,0.8
05089,2019,15.728,15.728,5.607,5.607,05005,0,2,2,4,1,0.8
05089,2020,15.728,15.728,5.607,5.607,05005,0,2,2,4,1,0.8
05089,2021,15.728,15.728,5.607,5.607,05005,0,2,2,4,1,0.8
05089,2022,15.728,15.728,5.607,5.607,05005,0,2,2,4,1,0.8
05089,2023,15.728,15.728,5.607,5.607,05005,0,2,2,4,1,0.8
05091,2008,67.234,61.179,50.108,26.474,22017,1,0,2,2,1,0.2857
05091,2009,67.234,61.179,50.108,26.474,22017,1,0,2,2,1,0.2857
05091,2010,67.234,61.179,50.108,26.474,22017,1,0,2,2,1,0.2857
05091,2011,67.234,61.179,50.108,26.474,22017,1,0,2,2,1,0.2857
05091,2012,67.234,61.179,50.108,26.474,22017,1,0,2,2,1,0.2857
05091,2013,67.234,12.544,50.108,3.216,48037,1,0,4,4,1,0.5714
05091,2014,43.858,12.544,30.793,3.216,48037,1,0,4,4,1,0.5714
05091,2015,43.858,12.544,30.793,3.216,48037,1,0,4,4,1,0.5714
05091,2016,23.918,12.544,10.222,3.216,48037,1,1,4,5,1,0.7143
05091,2017,23.918,12.544,10.222,3.216,48037,1,1,4,5,1,0.7143
05091,2018,23.918,12.544,10.222,3.216,48037,1,1,4,5,1,0.7143
05091,2019,23.918,12.544,10.222,3.216,48037,1,1,4,5,1,0.7143
05091,2020,23.918,12.544,10.222,3.216,48037,1,1,4,5,1,0.7143
05091,2021,23.918,12.544,10.222,3.216,48037,1,1,4,5,1,0.7143
05091,2022,23.918,12.544,10.222,3.216,48037,1,1,4,5,1,0.7143
05091,2023,23.918,12.544,10.222,3.216,48037,1,1,4,5,1,0.7143
05093,2008,33.128,27.333,18.808,10.734,29069,1,2,2,4,1,0.4444
05093,2009,33.128,27.333,18.808,10.734,29069,1,2,2,4,1,0.4444
05093,2010,33.128,27.333,18.808,10.734,29069,1,2,2,4,1,0.4444
05093,2011,33.128,27.333,18.808,10.734,29069,1,2,2,4,1,0.4444
05093,2012,33.128,27.333,18.808,10.734,29069,1,2,2,4,1,0.4444
05093,2013,33.128,27.333,18.808,10.734,29069,1,2,2,4,1,0.4444
05093,2014,33.128,27.333,18.808,10.734,29069,1,2,2,4,1,0.4444
05093,2015,33.128,27.333,18.808,10.734,29069,1,2,2,4,1,0.4444
05093,2016,33.128,27.333,18.808,10.734,29069,1,2,2,4,1,0.4444
05093,2017,33.128,27.333,18.808,10.734,29069,1,2,2,4,1,0.4444
05093,2018,33.128,27.333,18.808,10.734,29069,1,2,2,4,1,0.4444
05093,2019,33.128,27.333,18.808,10.734,29069,1,2,2,4,1,0.4444
05093,2020,33.128,27.333,18.808,10.734,29069,1,2,2,4,1,0.4444
05093,2021,33.128,27.333,18.808,10.734,29069,1,2,2,4,1,0.4444
05093,2022,33.128,27.333,18.808,10.734,29069,1,2,2,4,1,0.4444
05093,2023,33.128,27.333,18.808,10.734,29069,1,2,2,4,1,0.4444
05095,2008,19.061,19.061,6.798,6.798,05077,0,6,0,6,1,1.0
05095,2009,19.061,19.061,6.798,6.798,05077,0,6,0,6,1,1.0
05095,2010,19.061,19.061,6.798,6.798,05077,0,6,0,6,1,1.0
05095,2011,19.061,19.061,6.798,6.798,05077,0,6,0,6,1,1.0
05095,2012,19.061,19.061,6.798,6.798,05077,0,6,0,6,1,1.0
05095,2013,19.061,19.061,6.798,6.798,05077,0,6,0,6,1,1.0
05095,2014,19.061,19.061,6.798,6.798,05077,0,6,0,6,1,1.0
05095,2015,19.061,19.061,6.798,6.798,05077,0,6,0,6,1,1.0
05095,2016,19.061,19.061,6.798,6.798,05077,0,6,0,6,1,1.0
05095,2017,19.061,19.061,6.798,6.798,05077,0,6,0,6,1,1.0
05095,2018,19.061,19.061,6.798,6.798,05077,0,6,0,6,1,1.0
05095,2019,19.061,19.061,6.798,6.798,05077,0,6,0,6,1,1.0
05095,2020,19.061,19.061,6.798,6.798,05077,0,6,0,6,1,1.0
05095,2021,19.061,19.061,6.798,6.798,05077,0,6,0,6,1,1.0
05095,2022,19.061,19.061,6.798,6.798,05077,0,6,0,6,1,1.0
05095,2023,19.061,19.061,6.798,6.798,05077,0,6,0,6,1,1.0
05097,2008,30.849,30.849,12.499,12.499,05051,0,1,0,1,1,0.125
05097,2009,30.849,30.849,12.499,12.499,05051,0,1,0,1,1,0.125
05097,2010,30.849,30.849,12.499,12.499,05051,0,2,0,2,1,0.25
05097,2011,30.849,30.849,12.499,12.499,05051,0,2,0,2,1,0.25
05097,2012,30.849,30.849,12.499,12.499,05051,0,2,0,2,1,0.25
05097,2013,30.849,30.849,12.499,12.499,05051,0,2,0,2,1,0.25
05097,2014,30.849,30.849,12.499,12.499,05051,0,2,0,2,1,0.25
05097,2015,30.849,30.849,12.499,12.499,05051,0,2,0,2,1,0.25
05097,2016,30.849,30.849,12.499,12.499,05051,0,2,0,2,1,0.25
05097,2017,30.849,30.849,12.499,12.499,05051,0,2,0,2,1,0.25
05097,2018,30.849,30.849,12.499,12.499,05051,0,2,0,2,1,0.25
05097,2019,30.849,30.849,12.499,12.499,05051,0,2,0,2,1,0.25
05097,2020,30.849,30.849,12.499,12.499,05051,0,2,0,2,1,0.25
05097,2021,30.849,30.849,12.499,12.499,05051,0,2,0,2,1,0.25
05097,2022,30.849,30.849,12.499,12.499,05051,0,4,0,4,1,0.5
05097,2023,30.849,30.849,12.499,12.499,05051,0,4,0,4,1,0.5
05099,2008,31.733,31.733,14.547,14.547,05103,0,1,0,1,1,0.1667
05099,2009,31.733,31.733,14.547,14.547,05103,0,1,0,1,1,0.1667
05099,2010,29.143,29.143,9.16,9.16,05019,0,2,0,2,1,0.3333
05099,2011,29.143,29.143,9.16,9.16,05019,0,2,0,2,1,0.3333
05099,2012,29.143,29.143,9.16,9.16,05019,0,2,0,2,1,0.3333
05099,2013,29.143,29.143,9.16,9.16,05019,0,2,0,2,1,0.3333
05099,2014,29.143,29.143,9.16,9.16,05019,0,3,0,3,1,0.5
05099,2015,29.143,29.143,9.16,9.16,05019,0,3,0,3,1,0.5
05099,2016,29.143,29.143,9.16,9.16,05019,0,3,0,3,1,0.5
05099,2017,29.143,29.143,9.16,9.16,05019,0,3,0,3,1,0.5
05099,2018,29.143,29.143,9.16,9.16,05019,0,3,0,3,1,0.5
05099,2019,29.143,29.143,9.16,9.16,05019,0,3,0,3,1,0.5
05099,2020,29.143,29.143,9.16,9.16,05019,0,3,0,3,1,0.5
05099,2021,29.143,29.143,9.16,9.16,05019,0,3,0,3,1,0.5
05099,2022,29.143,29.143,9.16,9.16,05019,0,3,0,3,1,0.5
05099,2023,29.143,29.143,9.16,9.16,05019,0,3,0,3,1,0.5
05101,2008,35.077,35.077,12.173,12.173,05015,0,1,0,1,1,0.1667
05101,2009,35.077,35.077,12.173,12.173,05015,0,1,0,1,1,0.1667
05101,2010,19.976,19.976,9.428,9.428,05009,0,2,0,2,1,0.3333
05101,2011,19.976,19.976,9.428,9.428,05009,0,2,0,2,1,0.3333
05101,2012,19.976,19.976,9.428,9.428,05009,0,3,0,3,1,0.5
05101,2013,19.976,19.976,9.428,9.428,05009,0,3,0,3,1,0.5
05101,2014,19.976,19.976,9.428,9.428,05009,0,3,0,3,1,0.5
05101,2015,19.976,19.976,9.428,9.428,05009,0,3,0,3,1,0.5
05101,2016,19.976,19.976,9.428,9.428,05009,0,3,0,3,1,0.5
05101,2017,19.976,19.976,9.428,9.428,05009,0,3,0,3,1,0.5
05101,2018,19.976,19.976,9.428,9.428,05009,0,3,0,3,1,0.5
05101,2019,19.976,19.976,9.428,9.428,05009,0,3,0,3,1,0.5
05101,2020,19.976,19.976,9.428,9.428,05009,0,3,0,3,1,0.5
05101,2021,19.976,19.976,9.428,9.428,05009,0,3,0,3,1,0.5
05101,2022,19.976,19.976,9.428,9.428,05009,0,3,0,3,1,0.5
05101,2023,19.976,19.976,9.428,9.428,05009,0,3,0,3,1,0.5
05103,2008,19.475,19.475,4.357,4.357,05013,0,3,0,3,1,0.5
05103,2009,19.475,19.475,4.357,4.357,05013,0,3,0,3,1,0.5
05103,2010,19.475,19.475,4.357,4.357,05013,0,4,0,4,1,0.6667
05103,2011,19.475,19.475,4.357,4.357,05013,0,4,0,4,1,0.6667
05103,2012,19.475,19.475,4.357,4.357,05013,0,4,0,4,1,0.6667
05103,2013,19.475,19.475,4.357,4.357,05013,0,4,0,4,1,0.6667
05103,2014,19.475,19.475,4.357,4.357,05013,0,5,0,5,1,0.8333
05103,2015,19.475,19.475,4.357,4.357,05013,0,5,0,5,1,0.8333
05103,2016,19.475,19.475,4.357,4.357,05013,0,5,0,5,1,0.8333
05103,2017,19.475,19.475,4.357,4.357,05013,0,5,0,5,1,0.8333
05103,2018,19.475,19.475,4.357,4.357,05013,0,5,0,5,1,0.8333
05103,2019,19.475,19.475,4.357,4.357,05013,0,5,0,5,1,0.8333
05103,2020,19.475,19.475,4.357,4.357,05013,0,5,0,5,1,0.8333
05103,2021,19.475,19.475,4.357,4.357,05013,0,5,0,5,1,0.8333
05103,2022,19.475,19.475,4.357,4.357,05013,0,5,0,5,1,0.8333
05103,2023,19.475,19.475,4.357,4.357,05013,0,5,0,5,1,0.8333
05105,2008,15.351,15.351,5.113,5.113,05029,0,3,0,3,1,0.5
05105,2009,15.351,15.351,5.113,5.113,05029,0,3,0,3,1,0.5
05105,2010,15.351,15.351,5.113,5.113,05029,0,3,0,3,1,0.5
05105,2011,15.351,15.351,5.113,5.113,05029,0,3,0,3,1,0.5
05105,2012,15.351,15.351,5.113,5.113,05029,0,3,0,3,1,0.5
05105,2013,15.351,15.351,5.113,5.113,05029,0,3,0,3,1,0.5
05105,2014,15.351,15.351,5.113,5.113,05029,0,4,0,4,1,0.6667
05105,2015,15.351,15.351,5.113,5.113,05029,0,4,0,4,1,0.6667
05105,2016,15.351,15.351,5.113,5.113,05029,0,4,0,4,1,0.6667
05105,2017,15.351,15.351,5.113,5.113,05029,0,4,0,4,1,0.6667
05105,2018,15.351,15.351,5.113,5.113,05029,0,4,0,4,1,0.6667
05105,2019,15.351,15.351,5.113,5.113,05029,0,4,0,4,1,0.6667
05105,2020,15.351,15.351,5.113,5.113,05029,0,4,0,4,1,0.6667
05105,2021,15.351,15.351,5.113,5.113,05029,0,4,0,4,1,0.6667
05105,2022,15.351,15.351,5.113,5.113,05029,0,4,0,4,1,0.6667
05105,2023,15.351,15.351,5.113,5.113,05029,0,4,0,4,1,0.6667
05107,2008,18.114,18.114,7.709,7.62,28027,1,4,1,5,1,0.8333
05107,2009,18.114,18.114,7.709,7.62,28027,1,4,1,5,1,0.8333
05107,2010,18.114,18.114,7.709,7.62,28027,1,4,1,5,1,0.8333
05107,2011,18.114,18.114,7.709,7.62,28027,1,4,1,5,1,0.8333
05107,2012,18.114,18.114,7.709,7.62,28027,1,4,1,5,1,0.8333
05107,2013,18.114,18.114,7.709,7.62,28027,1,4,1,5,1,0.8333
05107,2014,18.114,18.114,7.709,7.62,28027,1,4,1,5,1,0.8333
05107,2015,18.114,18.114,7.709,7.62,28027,1,4,1,5,1,0.8333
05107,2016,18.114,18.114,7.709,7.62,28027,1,4,1,5,1,0.8333
05107,2017,18.114,18.114,7.709,7.62,28027,1,4,1,5,1,0.8333
05107,2018,18.114,18.114,7.709,7.62,28027,1,4,1,5,1,0.8333
05107,2019,18.114,18.114,7.709,7.62,28027,1,4,1,5,1,0.8333
05107,2020,18.114,18.114,7.709,7.62,28027,1,4,1,5,1,0.8333
05107,2021,18.114,18.114,7.709,7.62,28027,1,4,1,5,1,0.8333
05107,2022,18.114,18.114,7.709,7.62,28027,1,4,1,5,1,0.8333
05107,2023,18.114,18.114,7.709,7.62,28027,1,4,1,5,1,0.8333
05109,2008,38.149,38.149,19.177,19.177,05051,0,0,0,0,0,0.0
05109,2009,38.149,38.149,19.177,19.177,05051,0,0,0,0,0,0.0
05109,2010,29.343,29.343,9.72,9.72,05019,0,1,0,1,1,0.1667
05109,2011,29.343,29.343,9.72,9.72,05019,0,1,0,1,1,0.1667
05109,2012,29.343,29.343,9.72,9.72,05019,0,1,0,1,1,0.1667
05109,2013,29.343,29.343,9.72,9.72,05019,0,1,0,1,1,0.1667
05109,2014,29.343,29.343,9.72,9.72,05019,0,1,0,1,1,0.1667
05109,2015,29.343,29.343,9.72,9.72,05019,0,1,0,1,1,0.1667
05109,2016,29.343,29.343,9.72,9.72,05019,0,1,0,1,1,0.1667
05109,2017,29.343,29.343,9.72,9.72,05019,0,1,0,1,1,0.1667
05109,2018,29.343,29.343,9.72,9.72,05019,0,1,0,1,1,0.1667
05109,2019,29.343,29.343,9.72,9.72,05019,0,1,0,1,1,0.1667
05109,2020,29.343,29.343,9.72,9.72,05019,0,1,0,1,1,0.1667
05109,2021,29.343,29.343,9.72,9.72,05019,0,1,0,1,1,0.1667
05109,2022,29.343,29.343,9.72,9.72,05019,0,2,0,2,1,0.3333
05109,2023,29.343,29.343,9.72,9.72,05019,0,2,0,2,1,0.3333
05111,2008,27.335,27.335,11.242,11.242,05037,0,4,0,4,1,0.8
05111,2009,27.335,27.335,11.242,11.242,05037,0,4,0,4,1,0.8
05111,2010,27.335,27.335,11.242,11.242,05037,0,4,0,4,1,0.8
05111,2011,27.335,27.335,11.242,11.242,05037,0,4,0,4,1,0.8
05111,2012,27.335,27.335,11.242,11.242,05037,0,4,0,4,1,0.8
05111,2013,27.335,27.335,11.242,11.242,05037,0,4,0,4,1,0.8
05111,2014,27.335,27.335,11.242,11.242,05037,0,4,0,4,1,0.8
05111,2015,27.335,27.335,11.242,11.242,05037,0,4,0,4,1,0.8
05111,2016,27.335,27.335,11.242,11.242,05037,0,4,0,4,1,0.8
05111,2017,27.335,27.335,11.242,11.242,05037,0,4,0,4,1,0.8
05111,2018,27.335,27.335,11.242,11.242,05037,0,4,0,4,1,0.8
05111,2019,27.335,27.335,11.242,11.242,05037,0,4,0,4,1,0.8
05111,2020,27.335,27.335,11.242,11.242,05037,0,4,0,4,1,0.8
05111,2021,27.335,27.335,11.242,11.242,05037,0,4,0,4,1,0.8
05111,2022,27.335,27.335,11.242,11.242,05037,0,4,0,4,1,0.8
05111,2023,27.335,27.335,11.242,11.242,05037,0,4,0,4,1,0.8
05113,2008,55.263,43.269,29.993,11.54,40079,1,0,2,2,1,0.2857
05113,2009,55.263,43.269,29.993,11.54,40079,1,0,2,2,1,0.2857
05113,2010,55.263,43.269,29.993,11.54,40079,1,0,2,2,1,0.2857
05113,2011,55.263,43.269,29.993,11.54,40079,1,0,2,2,1,0.2857
05113,2012,55.263,43.269,29.993,11.54,40079,1,0,2,2,1,0.2857
05113,2013,55.263,43.269,29.993,11.54,40079,1,0,2,2,1,0.2857
05113,2014,55.263,43.269,29.993,11.54,40079,1,0,2,2,1,0.2857
05113,2015,55.263,43.269,29.993,11.54,40079,1,0,2,2,1,0.2857
05113,2016,55.263,43.269,29.993,11.54,40079,1,0,2,2,1,0.2857
05113,2017,55.263,43.269,29.993,11.54,40079,1,0,2,2,1,0.2857
05113,2018,55.263,43.269,29.993,11.54,40079,1,0,2,2,1,0.2857
05113,2019,55.263,43.269,29.993,11.54,40079,1,0,2,2,1,0.2857
05113,2020,35.165,35.165,22.834,11.54,40079,1,1,2,3,1,0.4286
05113,2021,35.165,35.165,22.834,11.54,40079,1,1,2,3,1,0.4286
05113,2022,35.165,35.165,22.834,11.54,40079,1,1,2,3,1,0.4286
05113,2023,35.165,35.165,22.834,11.54,40079,1,1,2,3,1,0.4286
05115,2008,23.031,23.031,14.784,14.784,05029,0,2,0,2,1,0.2857
05115,2009,23.031,23.031,14.784,14.784,05029,0,2,0,2,1,0.2857
05115,2010,23.031,23.031,14.784,14.784,05029,0,2,0,2,1,0.2857
05115,2011,23.031,23.031,14.784,14.784,05029,0,2,0,2,1,0.2857
05115,2012,23.031,23.031,14.784,14.784,05029,0,2,0,2,1,0.2857
05115,2013,23.031,23.031,14.784,14.784,05029,0,2,0,2,1,0.2857
05115,2014,23.031,23.031,14.784,14.784,05029,0,2,0,2,1,0.2857
05115,2015,23.031,23.031,14.784,14.784,05029,0,2,0,2,1,0.2857
05115,2016,23.031,23.031,14.784,14.784,05029,0,2,0,2,1,0.2857
05115,2017,23.031,23.031,14.784,14.784,05029,0,2,0,2,1,0.2857
05115,2018,23.031,23.031,14.784,14.784,05029,0,2,0,2,1,0.2857
05115,2019,23.031,23.031,14.784,14.784,05029,0,2,0,2,1,0.2857
05115,2020,23.031,23.031,14.784,14.784,05029,0,3,0,3,1,0.4286
05115,2021,23.031,23.031,14.784,14.784,05029,0,3,0,3,1,0.4286
05115,2022,23.031,23.031,14.784,14.784,05029,0,3,0,3,1,0.4286
05115,2023,23.031,23.031,14.784,14.784,05029,0,3,0,3,1,0.4286
05117,2008,19.061,19.061,9.678,9.678,05095,0,3,0,3,1,0.6
05117,2009,19.061,19.061,9.678,9.678,05095,0,3,0,3,1,0.6
05117,2010,19.061,19.061,9.678,9.678,05095,0,3,0,3,1,0.6
05117,2011,19.061,19.061,9.678,9.678,05095,0,3,0,3,1,0.6
05117,2012,19.061,19.061,9.678,9.678,05095,0,3,0,3,1,0.6
05117,2013,19.061,19.061,9.678,9.678,05095,0,3,0,3,1,0.6
05117,2014,19.061,19.061,9.678,9.678,05095,0,3,0,3,1,0.6
05117,2015,19.061,19.061,9.678,9.678,05095,0,3,0,3,1,0.6
05117,2016,19.061,19.061,9.678,9.678,05095,0,3,0,3,1,0.6
05117,2017,19.061,19.061,9.678,9.678,05095,0,3,0,3,1,0.6
05117,2018,19.061,19.061,9.678,9.678,05095,0,3,0,3,1,0.6
05117,2019,19.061,19.061,9.678,9.678,05095,0,3,0,3,1,0.6
05117,2020,19.061,19.061,9.678,9.678,05095,0,3,0,3,1,0.6
05117,2021,19.061,19.061,9.678,9.678,05095,0,3,0,3,1,0.6
05117,2022,19.061,19.061,9.678,9.678,05095,0,3,0,3,1,0.6
05117,2023,19.061,19.061,9.678,9.678,05095,0,3,0,3,1,0.6
05119,2008,37.473,37.473,20.444,20.444,05069,0,1,0,1,1,0.1667
05119,2009,37.473,37.473,20.444,20.444,05069,0,1,0,1,1,0.1667
05119,2010,37.473,37.473,20.444,20.444,05069,0,1,0,1,1,0.1667
05119,2011,37.473,37.473,20.444,20.444,05069,0,1,0,1,1,0.1667
05119,2012,37.473,37.473,20.444,20.444,05069,0,1,0,1,1,0.1667
05119,2013,37.473,37.473,20.444,20.444,05069,0,1,0,1,1,0.1667
05119,2014,18.0,18.0,10.495,10.495,05125,0,2,0,2,1,0.3333
05119,2015,18.0,18.0,10.495,10.495,05125,0,2,0,2,1,0.3333
05119,2016,18.0,18.0,10.495,10.495,05125,0,2,0,2,1,0.3333
05119,2017,18.0,18.0,10.495,10.495,05125,0,2,0,2,1,0.3333
05119,2018,18.0,18.0,10.495,10.495,05125,0,2,0,2,1,0.3333
05119,2019,18.0,18.0,10.495,10.495,05125,0,2,0,2,1,0.3333
05119,2020,18.0,18.0,10.495,10.495,05125,0,2,0,2,1,0.3333
05119,2021,18.0,18.0,10.495,10.495,05125,0,2,0,2,1,0.3333
05119,2022,18.0,18.0,10.495,10.495,05125,0,2,0,2,1,0.3333
05119,2023,18.0,18.0,10.495,10.495,05125,0,2,0,2,1,0.3333
05121,2008,30.532,25.017,10.479,10.479,05055,0,1,2,3,1,0.5
05121,2009,30.532,25.017,10.479,10.479,05055,0,1,2,3,1,0.5
05121,2010,30.532,25.017,10.479,10.479,05055,0,1,2,3,1,0.5
05121,2011,30.532,25.017,10.479,10.479,05055,0,1,2,3,1,0.5
05121,2012,30.532,25.017,10.479,10.479,05055,0,2,2,4,1,0.6667
05121,2013,30.532,25.017,10.479,10.479,05055,0,2,2,4,1,0.6667
05121,2014,30.532,25.017,10.479,10.479,05055,0,2,2,4,1,0.6667
05121,2015,30.532,25.017,10.479,10.479,05055,0,2,2,4,1,0.6667
05121,2016,30.532,25.017,10.479,10.479,05055,0,2,2,4,1,0.6667
05121,2017,30.532,25.017,10.479,10.479,05055,0,2,2,4,1,0.6667
05121,2018,30.532,25.017,10.479,10.479,05055,0,2,2,4,1,0.6667
05121,2019,30.532,25.017,10.479,10.479,05055,0,2,2,4,1,0.6667
05121,2020,30.532,25.017,10.479,10.479,05055,0,2,2,4,1,0.6667
05121,2021,30.532,25.017,10.479,10.479,05055,0,2,2,4,1,0.6667
05121,2022,30.532,25.017,10.479,10.479,05055,0,2,2,4,1,0.6667
05121,2023,30.532,25.017,10.479,10.479,05055,0,2,2,4,1,0.6667
05123,2008,15.82,15.82,7.473,7.473,05077,0,5,0,5,1,1.0
05123,2009,15.82,15.82,7.473,7.473,05077,0,5,0,5,1,1.0
05123,2010,15.82,15.82,7.473,7.473,05077,0,5,0,5,1,1.0
05123,2011,15.82,15.82,7.473,7.473,05077,0,5,0,5,1,1.0
05123,2012,15.82,15.82,7.473,7.473,05077,0,5,0,5,1,1.0
05123,2013,15.82,15.82,7.473,7.473,05077,0,5,0,5,1,1.0
05123,2014,15.82,15.82,7.473,7.473,05077,0,5,0,5,1,1.0
05123,2015,15.82,15.82,7.473,7.473,05077,0,5,0,5,1,1.0
05123,2016,15.82,15.82,7.473,7.473,05077,0,5,0,5,1,1.0
05123,2017,15.82,15.82,7.473,7.473,05077,0,5,0,5,1,1.0
05123,2018,15.82,15.82,7.473,7.473,05077,0,5,0,5,1,1.0
05123,2019,15.82,15.82,7.473,7.473,05077,0,5,0,5,1,1.0
05123,2020,15.82,15.82,7.473,7.473,05077,0,5,0,5,1,1.0
05123,2021,15.82,15.82,7.473,7.473,05077,0,5,0,5,1,1.0
05123,2022,15.82,15.82,7.473,7.473,05077,0,5,0,5,1,1.0
05123,2023,15.82,15.82,7.473,7.473,05077,0,5,0,5,1,1.0
05125,2008,18.0,18.0,6.218,6.218,05119,0,2,0,2,1,0.4
05125,2009,18.0,18.0,6.218,6.218,05119,0,2,0,2,1,0.4
05125,2010,18.0,18.0,6.218,6.218,05119,0,2,0,2,1,0.4
05125,2011,18.0,18.0,6.218,6.218,05119,0,2,0,2,1,0.4
05125,2012,18.0,18.0,6.218,6.218,05119,0,2,0,2,1,0.4
05125,2013,18.0,18.0,6.218,6.218,05119,0,2,0,2,1,0.4
05125,2014,18.0,18.0,6.218,6.218,05119,0,2,0,2,1,0.4
05125,2015,18.0,18.0,6.218,6.218,05119,0,2,0,2,1,0.4
05125,2016,18.0,18.0,6.218,6.218,05119,0,2,0,2,1,0.4
05125,2017,18.0,18.0,6.218,6.218,05119,0,2,0,2,1,0.4
05125,2018,18.0,18.0,6.218,6.218,05119,0,2,0,2,1,0.4
05125,2019,18.0,18.0,6.218,6.218,05119,0,2,0,2,1,0.4
05125,2020,18.0,18.0,6.218,6.218,05119,0,2,0,2,1,0.4
05125,2021,18.0,18.0,6.218,6.218,05119,0,2,0,2,1,0.4
05125,2022,18.0,18.0,6.218,6.218,05119,0,3,0,3,1,0.6
05125,2023,18.0,18.0,6.218,6.218,05119,0,3,0,3,1,0.6
05127,2008,32.132,32.132,8.771,8.771,05131,0,2,1,3,1,0.5
05127,2009,32.132,32.132,8.771,8.771,05131,0,2,1,3,1,0.5
05127,2010,32.132,32.132,8.771,8.771,05131,0,2,1,3,1,0.5
05127,2011,32.132,32.132,8.771,8.771,05131,0,2,1,3,1,0.5
05127,2012,32.132,32.132,8.771,8.771,05131,0,2,1,3,1,0.5
05127,2013,32.132,32.132,8.771,8.771,05131,0,2,1,3,1,0.5
05127,2014,32.132,32.132,8.771,8.771,05131,0,2,1,3,1,0.5
05127,2015,32.132,32.132,8.771,8.771,05131,0,2,1,3,1,0.5
05127,2016,32.132,32.132,8.771,8.771,05131,0,2,1,3,1,0.5
05127,2017,32.132,32.132,8.771,8.771,05131,0,2,1,3,1,0.5
05127,2018,32.132,32.132,8.771,8.771,05131,0,2,1,3,1,0.5
05127,2019,32.132,32.132,8.771,8.771,05131,0,2,1,3,1,0.5
05127,2020,32.132,32.132,8.771,8.771,05131,0,2,1,3,1,0.5
05127,2021,32.132,32.132,8.771,8.771,05131,0,2,1,3,1,0.5
05127,2022,27.891,27.891,8.771,8.771,05131,0,3,1,4,1,0.6667
05127,2023,27.891,27.891,8.771,8.771,05131,0,3,1,4,1,0.6667
05129,2008,24.965,24.965,9.947,9.947,05089,0,2,0,2,1,0.2857
05129,2009,24.965,24.965,9.947,9.947,05089,0,2,0,2,1,0.2857
05129,2010,24.965,24.965,9.947,9.947,05089,0,3,0,3,1,0.4286
05129,2011,24.965,24.965,9.947,9.947,05089,0,3,0,3,1,0.4286
05129,2012,24.965,24.965,9.947,9.947,05089,0,3,0,3,1,0.4286
05129,2013,24.965,24.965,9.947,9.947,05089,0,3,0,3,1,0.4286
05129,2014,24.965,24.965,9.947,9.947,05089,0,3,0,3,1,0.4286
05129,2015,24.965,24.965,9.947,9.947,05089,0,3,0,3,1,0.4286
05129,2016,24.965,24.965,9.947,9.947,05089,0,3,0,3,1,0.4286
05129,2017,24.965,24.965,9.947,9.947,05089,0,3,0,3,1,0.4286
