fips,year,dvmt_total,vmt_annual,road_length_total,dvmt_rural,dvmt_small_urban,dvmt_urbanized
05001,2013,600316.76,219115617.4,1683.41,416955.32,183361.44,0.0
05001,2014,621494.9,226845638.5,1683.24,428788.97,192705.93,0.0
05001,2015,622824.172,227330822.9,1682.567,434220.378,188603.794,0.0
05001,2016,650035.522,237262965.4,1682.567,455461.944,194573.578,0.0
05001,2017,628548.291,229420126.2,1677.967,440724.542,187823.749,0.0
05001,2018,627866.921,229171426.3,1677.969,434344.805,193522.116,0.0
05001,2019,639108.163,233274479.4,1677.963,450156.443,188951.72,0.0
05001,2020,635842.609,232082552.2,1677.963,450114.983,185727.626,0.0
05001,2021,637979.803,232862628.1,1677.867,449456.193,188523.611,0.0
05001,2022,646945.665,236135167.6,1677.777,456111.213,190834.452,0.0
05001,2023,682588.318,249144736.1,1677.777,480398.145,202190.173,0.0
05003,2013,620477.408,226474254.0,1274.66,465726.719,154750.689,0.0
05003,2014,620913.941,226633588.5,1274.4,466495.541,154418.401,0.0
05003,2015,622285.128,227134071.8,1274.4,470908.109,151377.02,0.0
05003,2016,601636.43,219597296.8,1272.921,456157.165,145479.264,0.0
05003,2017,583169.805,212856978.7,1272.911,443320.046,139849.759,0.0
05003,2018,606237.868,221276822.0,1272.911,462703.742,143534.127,0.0
05003,2019,610027.499,222660037.1,1272.911,465800.613,144226.886,0.0
05003,2020,561050.964,204783601.9,1272.911,436525.84,124525.125,0.0
05003,2021,586571.025,214098424.2,1272.911,448387.088,138183.937,0.0
05003,2022,568967.554,207673157.2,1272.085,439604.841,129362.713,0.0
05003,2023,585287.312,213629869.0,1272.085,452797.197,132490.116,0.0
05005,2013,864008.552,315363121.4,1712.92,483139.482,380869.07,0.0
05005,2014,876013.421,319744898.6,1712.91,494617.101,381396.32,0.0
05005,2015,898119.682,327813684.0,1713.76,505148.042,392971.64,0.0
05005,2016,923395.361,337039306.7,1713.745,525966.935,397428.426,0.0
05005,2017,930922.98,339786887.6,1713.787,530419.587,400503.392,0.0
05005,2018,940455.05,343266093.3,1715.236,533647.605,406807.445,0.0
05005,2019,973643.364,355379827.7,1715.236,552210.11,421433.254,0.0
05005,2020,961611.275,350988115.4,1714.611,550433.783,411177.492,0.0
05005,2021,983531.922,358989151.6,1714.611,562602.605,420929.317,0.0
05005,2022,982462.124,358598675.1,1714.611,562762.792,419699.331,0.0
05005,2023,1005551.573,367026324.0,1714.611,578078.918,427472.655,0.0
05007,2013,5690059.526,2076871727.1,4024.62,889598.461,437303.071,4363157.995
05007,2014,6036295.761,2203247952.9,4562.26,927345.8,460394.27,4648555.691
05007,2015,6275314.054,2290489629.7,4564.58,1010835.529,469889.44,4794589.084
05007,2016,6458632.915,2357401013.9,4564.111,1041221.339,480308.955,4937102.621
05007,2017,6559181.173,2394101128.1,4570.472,1054941.44,517259.904,4986979.829
05007,2018,6699070.209,2445160626.2,4573.878,1072453.805,505998.046,5120618.358
05007,2019,6677387.826,2437246556.6,4566.865,1115805.601,533532.187,5028050.038
05007,2020,6459000.722,2357535263.6,4566.858,1111148.67,513571.333,4834280.719
05007,2021,6821557.661,2489868546.1,4569.212,1123985.002,504335.687,5193236.971
05007,2022,6894869.114,2516627226.5,4569.212,1126125.429,511378.273,5257365.412
05007,2023,7390723.301,2697614005.0,4567.74,1257571.619,528364.974,5604786.708
05009,2013,1094591.081,399525744.6,1463.68,655143.651,439447.43,0.0
05009,2014,1117872.828,408023582.2,1464.98,670861.918,447010.91,0.0
05009,2015,1153206.688,420920441.0,1464.98,698574.758,454631.93,0.0
05009,2016,1192912.363,435413012.5,1464.841,730624.556,462287.807,0.0
05009,2017,1216531.026,444033824.4,1464.691,736918.11,479612.916,0.0
05009,2018,1232806.034,449974202.5,1464.694,772203.983,460602.051,0.0
05009,2019,1264263.784,461456281.3,1464.694,803831.855,460431.929,0.0
05009,2020,1284827.919,468962190.5,1464.694,810706.648,474121.272,0.0
05009,2021,1300800.261,474792095.4,1464.72,821082.773,479717.489,0.0
05009,2022,1332313.794,486294534.9,1464.72,843487.632,488826.162,0.0
05009,2023,1394113.464,508851414.3,1464.72,881980.558,512132.906,0.0
05011,2013,308848.64,112729753.5,749.88,201953.43,106895.21,0.0
05011,2014,323109.29,117934891.0,749.64,212980.25,110129.04,0.0
05011,2015,323464.79,118064648.5,749.66,212179.25,111285.54,0.0
05011,2016,321806.646,117459425.8,749.416,213834.724,107971.922,0.0
05011,2017,329846.116,120393832.4,748.618,219700.113,110146.003,0.0
05011,2018,331176.558,120879443.5,748.618,222821.755,108354.802,0.0
05011,2019,326729.41,119256234.6,748.618,216876.673,109852.737,0.0
05011,2020,314950.165,114956810.2,748.605,213813.173,101136.992,0.0
05011,2021,338675.411,123616524.8,748.605,232480.272,106195.139,0.0
05011,2022,334298.951,122019117.1,748.605,229826.401,104472.55,0.0
05011,2023,352324.274,128598360.0,748.605,248142.613,104181.661,0.0
05013,2013,286356.11,104519980.0,1106.24,286356.11,0.0,0.0
05013,2014,292247.56,106670359.4,1106.24,292247.56,0.0,0.0
05013,2015,304081.82,110989864.2,1106.24,304081.82,0.0,0.0
05013,2016,312872.43,114198437.0,1105.538,312872.43,0.0,0.0
05013,2017,309949.495,113131565.8,1100.898,309949.495,0.0,0.0
05013,2018,327840.729,119661866.0,1100.899,327840.729,0.0,0.0
05013,2019,322331.471,117650986.9,1100.9,322331.471,0.0,0.0
05013,2020,300339.705,109623992.3,1100.926,300339.705,0.0,0.0
05013,2021,319258.118,116529213.0,1100.926,319258.118,0.0,0.0
05013,2022,327530.777,119548733.6,1100.983,327530.777,0.0,0.0
05013,2023,328809.55,120015485.8,1081.144,328809.55,0.0,0.0
05015,2013,704155.629,257016804.6,1533.93,596932.059,107223.57,0.0
05015,2014,687632.299,250985789.3,1533.85,687632.299,0.0,0.0
05015,2015,698743.429,255041351.5,1533.85,698743.429,0.0,0.0
05015,2016,741220.33,270545420.6,1533.465,741220.33,0.0,0.0
05015,2017,746620.887,272516623.9,1533.395,746620.887,0.0,0.0
05015,2018,752688.092,274731153.6,1533.397,752688.092,0.0,0.0
05015,2019,738705.139,269627375.7,1533.397,738705.139,0.0,0.0
05015,2020,725353.533,264754039.5,1533.354,725353.533,0.0,0.0
05015,2021,750974.397,274105654.9,1533.354,750974.397,0.0,0.0
05015,2022,740911.66,270432756.0,1533.347,740911.66,0.0,0.0
05015,2023,795631.372,290405450.7,1533.347,795631.372,0.0,0.0
05017,2013,512993.43,187242602.0,981.75,512993.43,0.0,0.0
05017,2014,543252.519,198287169.6,984.05,543252.519,0.0,0.0
05017,2015,541010.11,197468690.1,984.33,541010.11,0.0,0.0
05017,2016,528625.245,192948214.3,984.37,528625.245,0.0,0.0
05017,2017,519935.031,189776286.2,983.79,519935.031,0.0,0.0
05017,2018,545142.836,198977135.3,983.79,545142.836,0.0,0.0
05017,2019,530487.539,193627951.7,983.756,530487.539,0.0,0.0
05017,2020,534980.399,195267845.6,983.756,534980.399,0.0,0.0
05017,2021,544666.004,198803091.4,983.837,544666.004,0.0,0.0
05017,2022,562230.202,205214023.9,983.837,562230.202,0.0,0.0
05017,2023,610578.33,222861090.5,983.837,610578.33,0.0,0.0
05019,2013,1244321.54,454177362.0,1231.11,904994.64,339326.9,0.0
05019,2014,1276522.7,465930785.4,1232.65,917268.429,359254.271,0.0
05019,2015,1296376.56,473177444.3,1232.65,944421.99,351954.57,0.0
05019,2016,1329417.861,485237519.3,1231.936,954579.58,374838.282,0.0
05019,2017,1357077.725,495333369.6,1232.517,980443.019,376634.705,0.0
05019,2018,1366672.933,498835620.4,1232.523,990497.024,376175.909,0.0
05019,2019,1382997.979,504794262.5,1232.523,999878.794,383119.185,0.0
05019,2020,1434441.957,523571314.2,1232.47,1054369.682,380072.275,0.0
05019,2021,1488093.188,543154013.5,1232.47,1102202.847,385890.341,0.0
05019,2022,1447909.907,528487116.0,1232.47,1051184.393,396725.514,0.0
05019,2023,1500185.996,547567888.7,1232.47,1081256.436,418929.561,0.0
05021,2013,457541.491,167002644.1,1189.37,457541.491,0.0,0.0
05021,2014,458083.93,167200634.3,1189.37,458083.93,0.0,0.0
05021,2015,476467.441,173910615.8,1189.37,476467.441,0.0,0.0
05021,2016,496372.365,181175913.2,1189.087,496372.365,0.0,0.0
05021,2017,530976.466,193806409.9,1189.087,530976.466,0.0,0.0
05021,2018,533180.301,194610809.9,1189.088,533180.301,0.0,0.0
05021,2019,540551.313,197301229.2,1189.088,540551.313,0.0,0.0
05021,2020,537554.21,196207286.7,1189.087,537554.21,0.0,0.0
05021,2021,569932.966,208025532.7,1189.086,569932.966,0.0,0.0
05021,2022,548398.262,200165365.6,1189.086,548398.262,0.0,0.0
05021,2023,576770.166,210521110.5,1189.086,576770.166,0.0,0.0
05023,2013,678913.47,247803416.4,1401.76,519390.69,159522.78,0.0
05023,2014,693451.7,253109870.6,1401.69,532989.63,160462.07,0.0
05023,2015,666912.928,243423218.8,1398.63,510018.688,156894.24,0.0
05023,2016,676622.303,246967140.8,1398.2,513796.387,162825.916,0.0
05023,2017,687211.909,250832346.6,1398.2,525492.156,161719.753,0.0
05023,2018,664902.772,242689511.8,1398.203,502018.198,162884.574,0.0
05023,2019,674763.617,246288720.2,1398.247,504599.826,170163.791,0.0
05023,2020,664012.929,242364719.2,1398.147,494853.576,169159.353,0.0
05023,2021,713641.619,260479190.8,1398.134,539393.551,174248.068,0.0
05023,2022,678353.183,247598911.8,1398.134,509335.136,169018.047,0.0
05023,2023,707202.663,258128972.1,1398.134,531722.164,175480.499,0.0
05025,2013,337848.899,123314848.2,750.42,337848.899,0.0,0.0
05025,2014,335710.65,122534387.1,750.31,335710.65,0.0,0.0
05025,2015,336145.261,122693020.2,750.247,336145.261,0.0,0.0
05025,2016,340650.495,124337430.8,750.247,340650.495,0.0,0.0
05025,2017,345796.87,126215857.5,750.247,345796.87,0.0,0.0
05025,2018,354062.005,129232631.8,750.252,354062.005,0.0,0.0
05025,2019,358257.358,130763935.7,750.249,358257.358,0.0,0.0
05025,2020,344969.348,125913812.0,750.24,344969.348,0.0,0.0
05025,2021,373063.655,136168234.1,750.24,373063.655,0.0,0.0
05025,2022,364662.273,133101729.5,750.24,364662.273,0.0,0.0
05025,2023,392714.616,143340834.7,750.24,392714.616,0.0,0.0
