crash_fips,year,month,n_drivers,n_drink,sh_nonresident,sh_out_of_state,sh_home_dry,sh_nonresident_drink,sh_home_dry_drink
05079,2016,12,1,0,0.0,0.0,1.0,,
05079,2017,1,1,0,1.0,0.0,0.0,,
05079,2017,4,1,0,0.0,0.0,1.0,,
05079,2017,12,2,0,1.0,0.0,0.0,,
05079,2018,1,2,0,1.0,0.0,0.5,,
05079,2018,2,2,1,0.0,0.0,1.0,0.0,1.0
05079,2018,9,1,0,1.0,0.0,0.0,,
05079,2019,4,2,0,0.5,0.0,0.5,,
05079,2020,10,2,2,0.5,0.0,1.0,0.5,1.0
05079,2021,4,2,0,1.0,0.5,1.0,,
05079,2022,2,2,0,0.5,0.0,0.5,,
05079,2022,3,2,0,0.5,0.0,0.5,,
05079,2022,9,4,0,0.0,0.0,1.0,,
05079,2022,10,2,0,1.0,0.0,0.0,,
05081,2008,1,1,1,1.0,0.0,0.0,1.0,0.0
05081,2008,11,1,1,1.0,0.0,1.0,1.0,1.0
05081,2008,12,1,1,0.0,0.0,1.0,0.0,1.0
05081,2009,3,1,1,0.0,0.0,1.0,0.0,1.0
05081,2009,5,2,0,0.5,0.5,1.0,,
05081,2009,8,1,0,0.0,0.0,1.0,,
05081,2009,9,1,0,1.0,0.0,0.0,,
05081,2010,11,2,0,1.0,0.5,1.0,,
05081,2011,6,2,1,0.5,0.5,1.0,0.0,1.0
05081,2011,8,2,0,0.5,0.0,1.0,,
05081,2012,1,2,0,0.5,0.5,1.0,,
05081,2012,4,2,0,1.0,0.5,1.0,,
05081,2013,3,1,1,1.0,1.0,,1.0,
05081,2013,6,1,1,0.0,0.0,1.0,0.0,1.0
05081,2013,7,3,0,0.33333333333333337,0.3333333333333333,1.0,,
05081,2013,8,2,0,0.5,0.0,1.0,,
05081,2013,11,1,0,0.0,0.0,1.0,,
05081,2013,12,2,0,1.0,0.0,0.0,,
05081,2014,4,1,0,1.0,0.0,1.0,,
05081,2014,5,1,0,1.0,0.0,0.0,,
05081,2015,3,1,0,1.0,1.0,,,
05081,2015,5,1,0,0.0,0.0,1.0,,
05081,2015,7,1,0,0.0,0.0,1.0,,
05081,2015,11,1,1,0.0,0.0,1.0,0.0,1.0
05081,2016,1,1,0,0.0,0.0,0.0,,
05081,2016,3,2,1,0.5,0.0,0.5,0.0,0.0
05081,2016,5,1,0,1.0,0.0,1.0,,
05081,2016,9,1,1,0.0,0.0,0.0,0.0,0.0
05081,2017,6,1,1,1.0,0.0,1.0,1.0,1.0
05081,2017,12,3,0,0.6666666666666667,0.3333333333333333,0.5,,
05081,2018,2,2,1,0.5,0.0,0.5,0.0,0.0
05081,2018,5,1,0,0.0,0.0,0.0,,
05081,2018,7,3,0,0.33333333333333337,0.0,0.0,,
05081,2019,5,5,0,0.6,0.0,0.4,,
05081,2019,8,1,1,0.0,0.0,0.0,0.0,0.0
05081,2020,6,1,1,0.0,0.0,0.0,0.0,0.0
05081,2020,7,1,1,0.0,0.0,0.0,0.0,0.0
05081,2021,5,2,0,1.0,0.5,1.0,,
05081,2021,8,1,0,1.0,1.0,,,
05081,2021,9,3,2,0.33333333333333337,0.0,0.0,0.5,0.0
05081,2021,11,1,0,1.0,0.0,0.0,,
05081,2023,2,1,0,1.0,0.0,0.0,,
05081,2023,6,1,0,1.0,1.0,,,
05081,2023,11,1,0,0.0,0.0,0.0,,
05081,2023,12,3,1,0.33333333333333337,0.0,0.0,1.0,0.0
05083,2008,5,3,2,0.33333333333333337,0.0,1.0,0.5,1.0
05083,2008,6,2,1,0.0,0.0,1.0,0.0,1.0
05083,2008,7,1,1,0.0,0.0,1.0,0.0,1.0
05083,2008,8,1,0,1.0,0.0,1.0,,
05083,2009,2,1,0,0.0,0.0,1.0,,
05083,2009,9,1,0,0.0,0.0,1.0,,
05083,2010,1,1,1,0.0,0.0,1.0,0.0,1.0
05083,2010,3,1,0,1.0,0.0,1.0,,
05083,2010,6,2,1,0.5,0.5,1.0,1.0,
05083,2010,7,1,1,1.0,0.0,1.0,1.0,1.0
05083,2010,10,1,1,0.0,0.0,1.0,0.0,1.0
05083,2010,12,2,0,0.5,0.5,1.0,,
05083,2011,6,2,0,0.0,0.0,1.0,,
05083,2011,8,1,0,0.0,0.0,1.0,,
05083,2011,11,1,1,0.0,0.0,1.0,0.0,1.0
05083,2012,6,1,1,0.0,0.0,1.0,0.0,1.0
05083,2012,7,1,0,0.0,0.0,1.0,,
05083,2012,8,2,0,0.0,0.0,1.0,,
05083,2012,11,3,0,0.6666666666666667,0.0,0.6666666666666666,,
05083,2013,6,2,0,0.5,0.5,1.0,,
05083,2013,8,2,1,0.0,0.0,1.0,0.0,1.0
05083,2014,4,2,0,0.5,0.0,0.5,,
05083,2014,6,1,0,0.0,0.0,1.0,,
05083,2015,2,1,1,0.0,0.0,1.0,0.0,1.0
05083,2015,7,1,1,1.0,0.0,1.0,1.0,1.0
05083,2015,9,2,0,0.0,0.0,1.0,,
05083,2015,10,2,0,0.5,0.0,1.0,,
05083,2016,2,2,0,0.5,0.5,1.0,,
05083,2016,9,3,1,1.0,0.0,1.0,1.0,1.0
05083,2017,1,2,0,0.0,0.0,1.0,,
05083,2017,2,3,1,1.0,0.3333333333333333,0.5,1.0,1.0
05083,2017,3,1,0,0.0,0.0,1.0,,
05083,2017,4,1,0,1.0,0.0,0.0,,
05083,2017,8,1,1,1.0,0.0,1.0,1.0,1.0
05083,2017,9,1,1,0.0,0.0,1.0,0.0,1.0
05083,2018,11,2,1,0.5,0.0,1.0,1.0,1.0
05083,2019,5,1,1,1.0,0.0,1.0,1.0,1.0
05083,2019,6,2,0,0.0,0.0,1.0,,
05083,2019,8,3,1,0.33333333333333337,0.0,1.0,0.0,1.0
05083,2020,3,1,0,0.0,0.0,1.0,,
05083,2020,6,1,1,1.0,0.0,0.0,1.0,0.0
05083,2020,12,1,1,0.0,0.0,1.0,0.0,1.0
05083,2021,2,1,1,1.0,0.0,1.0,1.0,1.0
05083,2021,3,2,0,0.0,0.0,1.0,,
05083,2021,5,1,1,1.0,0.0,1.0,1.0,1.0
05083,2021,6,3,0,0.33333333333333337,0.3333333333333333,1.0,,
05083,2021,7,2,2,0.5,0.0,1.0,0.5,1.0
05083,2021,10,1,0,0.0,0.0,1.0,,
05083,2021,11,1,0,0.0,0.0,1.0,,
05083,2021,12,2,0,0.0,0.0,1.0,,
05083,2022,4,1,1,0.0,0.0,1.0,0.0,1.0
05083,2022,6,2,0,1.0,0.5,1.0,,
05083,2022,7,2,1,0.5,0.5,1.0,0.0,1.0
05083,2023,1,2,1,1.0,0.0,0.0,1.0,0.0
05083,2023,4,2,0,1.0,0.0,1.0,,
05083,2023,6,2,0,0.5,0.0,1.0,,
05083,2023,7,1,0,0.0,0.0,1.0,,
05083,2023,11,1,0,0.0,0.0,1.0,,
05085,2008,1,4,1,0.0,0.0,1.0,0.0,1.0
05085,2008,2,2,0,1.0,0.0,1.0,,
05085,2008,4,1,0,1.0,0.0,1.0,,
05085,2008,5,5,1,0.19999999999999996,0.0,0.8,0.0,1.0
05085,2008,6,4,0,0.0,0.0,1.0,,
05085,2008,8,4,1,0.75,0.5,0.5,0.0,1.0
05085,2008,9,1,0,1.0,1.0,,,
05085,2008,10,6,0,0.6666666666666667,0.3333333333333333,0.5,,
05085,2008,11,2,1,0.0,0.0,1.0,0.0,1.0
05085,2008,12,1,0,1.0,1.0,,,
05085,2009,1,7,1,0.8571428571428572,0.14285714285714285,0.3333333333333333,1.0,0.0
05085,2009,3,2,1,1.0,0.0,0.0,1.0,0.0
05085,2009,6,3,2,0.33333333333333337,0.0,0.6666666666666666,0.0,1.0
05085,2009,7,1,1,0.0,0.0,1.0,0.0,1.0
05085,2009,9,1,0,1.0,0.0,0.0,,
05085,2009,10,3,0,0.33333333333333337,0.0,1.0,,
05085,2009,11,2,0,1.0,0.5,1.0,,
05085,2010,4,1,0,0.0,0.0,1.0,,
05085,2010,6,2,1,0.0,0.0,1.0,0.0,1.0
05085,2010,7,1,0,1.0,0.0,0.0,,
05085,2010,9,1,0,0.0,0.0,1.0,,
05085,2010,10,1,1,1.0,0.0,1.0,1.0,1.0
05085,2010,11,3,0,0.33333333333333337,0.0,0.6666666666666666,,
05085,2010,12,1,1,1.0,0.0,0.0,1.0,0.0
05085,2011,1,1,1,0.0,0.0,1.0,0.0,1.0
05085,2011,2,7,0,0.8333333333333334,0.5,1.0,,
05085,2011,3,2,1,0.0,0.0,1.0,0.0,1.0
05085,2011,6,1,0,1.0,0.0,0.0,,
05085,2011,8,3,0,1.0,0.0,0.0,,
05085,2011,9,2,0,0.0,0.0,1.0,,
05085,2011,10,3,2,0.33333333333333337,0.0,1.0,0.0,1.0
05085,2011,11,2,0,1.0,0.0,0.0,,
05085,2012,1,1,1,0.0,0.0,1.0,0.0,1.0
05085,2012,2,2,0,0.5,0.0,1.0,,
05085,2012,4,9,0,0.16666666666666663,0.16666666666666666,1.0,,
05085,2012,6,2,0,1.0,0.5,0.0,,
05085,2012,7,3,1,0.6666666666666667,0.0,0.3333333333333333,1.0,0.0
05085,2012,8,1,0,,,,,
05085,2012,9,1,0,1.0,1.0,,,
05085,2012,10,3,0,0.0,0.0,1.0,,
05085,2012,11,1,0,1.0,1.0,,,
05085,2012,12,1,1,0.0,0.0,1.0,0.0,1.0
05085,2013,1,1,0,0.0,0.0,1.0,,
05085,2013,3,2,1,0.5,0.0,0.5,0.0,1.0
05085,2013,4,1,0,0.0,0.0,1.0,,
05085,2013,5,2,0,0.0,0.0,1.0,,
05085,2013,6,2,1,0.0,0.0,1.0,0.0,1.0
05085,2013,8,2,2,0.0,0.0,1.0,0.0,1.0
05085,2013,9,1,1,0.0,0.0,1.0,0.0,1.0
05085,2013,11,2,0,0.5,0.0,1.0,,
05085,2014,2,1,0,1.0,0.0,0.0,,
05085,2014,4,1,0,0.0,0.0,1.0,,
05085,2014,5,2,0,1.0,0.5,1.0,,
05085,2014,7,4,0,0.5,0.0,0.5,,
05085,2014,9,2,0,0.0,0.0,1.0,,
05085,2014,10,4,1,0.75,0.0,0.25,0.0,1.0
05085,2015,1,2,0,0.0,0.0,1.0,,
05085,2015,2,2,0,1.0,0.5,0.0,,
05085,2015,3,3,1,0.33333333333333337,0.0,1.0,0.0,1.0
05085,2015,6,2,0,1.0,0.5,0.0,,
05085,2015,8,3,1,0.33333333333333337,0.0,0.6666666666666666,1.0,0.0
05085,2015,11,2,1,0.5,0.0,1.0,0.0,1.0
05085,2015,12,2,0,1.0,0.0,0.0,,
05085,2016,1,1,0,1.0,0.0,0.0,,
05085,2016,2,3,1,1.0,0.0,0.0,1.0,0.0
05085,2016,3,1,1,0.0,0.0,1.0,0.0,1.0
05085,2016,4,3,0,1.0,0.6666666666666666,0.0,,
05085,2016,5,3,1,0.0,0.0,1.0,0.0,1.0
05085,2016,6,2,1,1.0,0.0,0.5,1.0,0.0
05085,2016,8,3,1,0.33333333333333337,0.0,0.6666666666666666,1.0,0.0
05085,2016,10,2,0,0.5,0.0,1.0,,
05085,2016,12,1,0,0.0,0.0,1.0,,
05085,2017,2,1,0,0.0,0.0,1.0,,
05085,2017,3,2,0,1.0,0.0,0.0,,
05085,2017,4,1,0,1.0,0.0,0.0,,
05085,2017,5,1,0,0.0,0.0,1.0,,
05085,2017,7,1,0,1.0,0.0,1.0,,
05085,2017,8,1,0,0.0,0.0,1.0,,
05085,2017,9,3,1,0.6666666666666667,0.6666666666666666,1.0,0.0,1.0
05085,2017,10,1,1,0.0,0.0,1.0,0.0,1.0
05085,2018,1,2,1,1.0,0.0,0.0,1.0,0.0
05085,2018,2,3,0,1.0,0.3333333333333333,0.5,,
05085,2018,3,3,0,0.33333333333333337,0.0,1.0,,
05085,2018,4,2,0,1.0,1.0,,,
05085,2019,4,2,1,1.0,0.0,0.5,1.0,1.0
05085,2019,6,2,1,0.5,0.0,1.0,0.0,1.0
05085,2019,9,5,1,0.8,0.0,0.2,1.0,0.0
05085,2019,10,1,0,0.0,0.0,1.0,,
05085,2019,12,2,0,0.5,0.0,0.5,,
05085,2020,1,2,0,0.5,0.0,1.0,,
05085,2020,2,2,0,1.0,0.0,0.5,,
05085,2020,3,2,0,0.0,0.0,1.0,,
05085,2020,5,3,0,0.33333333333333337,0.0,0.6666666666666666,,
05085,2020,6,2,0,1.0,0.0,0.0,,
05085,2020,7,1,1,1.0,0.0,0.0,1.0,0.0
05085,2020,8,5,0,1.0,0.4,0.0,,
05085,2020,10,1,0,1.0,1.0,,,
05085,2021,1,3,0,1.0,0.0,0.3333333333333333,,
05085,2021,3,7,0,0.8571428571428572,0.0,0.5714285714285714,,
05085,2021,5,2,0,0.0,0.0,1.0,,
05085,2021,6,2,0,1.0,0.0,0.0,,
05085,2021,7,3,0,0.6666666666666667,0.0,0.6666666666666666,,
05085,2021,9,3,2,0.6666666666666667,0.0,0.3333333333333333,0.5,0.5
05085,2021,10,1,1,1.0,0.0,0.0,1.0,0.0
05085,2021,12,6,0,0.6,0.0,0.4,,
05085,2022,3,4,0,0.75,0.0,0.5,,
05085,2022,4,2,0,1.0,0.0,0.0,,
05085,2022,8,2,2,1.0,0.5,1.0,1.0,1.0
05085,2022,9,3,0,0.33333333333333337,0.0,0.6666666666666666,,
05085,2022,10,5,2,0.19999999999999996,0.0,0.8,0.5,0.5
05085,2022,11,5,1,0.6,0.0,0.8,1.0,1.0
05085,2022,12,3,1,1.0,0.0,0.0,1.0,0.0
05085,2023,3,4,0,0.5,0.0,0.5,,
05085,2023,6,1,0,1.0,0.0,0.0,,
05085,2023,7,1,0,1.0,1.0,,,
05085,2023,8,6,0,1.0,0.6,0.0,,
05085,2023,10,3,0,0.6666666666666667,0.3333333333333333,1.0,,
05085,2023,12,2,0,0.5,0.0,1.0,,
05087,2008,2,1,1,1.0,0.0,1.0,1.0,1.0
05087,2008,3,2,0,1.0,0.0,0.0,,
05087,2008,10,1,0,0.0,0.0,0.0,,
05087,2009,1,2,0,1.0,0.5,0.0,,
05087,2009,3,3,1,0.6666666666666667,0.0,0.0,0.0,0.0
05087,2009,6,3,1,0.33333333333333337,0.3333333333333333,0.0,0.0,0.0
05087,2009,8,1,0,0.0,0.0,0.0,,
05087,2009,9,1,0,1.0,0.0,1.0,,
05087,2009,11,1,0,1.0,0.0,0.0,,
05087,2009,12,1,0,1.0,0.0,1.0,,
05087,2010,5,2,1,1.0,0.0,0.0,1.0,0.0
05087,2010,6,1,0,0.0,0.0,0.0,,
05087,2010,9,1,0,1.0,0.0,1.0,,
05087,2010,10,1,1,0.0,0.0,0.0,0.0,0.0
05087,2011,6,2,0,0.0,0.0,0.0,,
05087,2011,8,2,2,1.0,0.5,1.0,1.0,1.0
05087,2011,9,1,0,0.0,0.0,0.0,,
05087,2011,12,3,1,0.6666666666666667,0.0,0.0,1.0,0.0
05087,2012,6,4,0,0.5,0.0,0.0,,
05087,2012,10,3,0,1.0,0.0,0.3333333333333333,,
05087,2013,3,1,1,0.0,0.0,0.0,0.0,0.0
05087,2013,5,1,0,1.0,0.0,0.0,,
05087,2013,6,1,0,1.0,0.0,0.0,,
05087,2013,9,1,1,1.0,1.0,,1.0,
05087,2014,3,1,0,1.0,0.0,0.0,,
05087,2014,6,1,1,1.0,1.0,,1.0,
05087,2014,7,1,1,0.0,0.0,0.0,0.0,0.0
05087,2014,9,2,0,1.0,0.5,0.0,,
05087,2014,11,1,1,0.0,0.0,0.0,0.0,0.0
05087,2015,2,1,0,0.0,0.0,0.0,,
05087,2015,5,1,0,1.0,0.0,0.0,,
05087,2015,6,2,1,0.5,0.0,0.0,1.0,0.0
05087,2015,9,4,0,0.5,0.0,0.25,,
05087,2015,10,4,0,0.75,0.5,0.0,,
05087,2016,9,3,1,1.0,0.0,0.0,1.0,0.0
05087,2016,10,3,0,0.6666666666666667,0.3333333333333333,0.0,,
05087,2016,11,2,0,1.0,0.0,0.0,,
05087,2017,1,2,0,1.0,0.0,0.5,,
05087,2017,2,2,0,0.0,0.0,0.0,,
05087,2017,6,4,1,0.5,0.0,0.25,1.0,0.0
05087,2017,9,1,0,1.0,1.0,,,
05087,2017,10,1,0,0.0,0.0,0.0,,
05087,2017,12,2,0,0.5,0.0,0.0,,
05087,2018,7,1,0,0.0,0.0,0.0,,
05087,2018,9,1,0,1.0,1.0,,,
05087,2019,3,2,0,0.5,0.0,0.0,,
05087,2019,9,2,0,1.0,0.5,0.0,,
05087,2020,2,1,0,1.0,0.0,0.0,,
05087,2020,3,1,1,1.0,1.0,,1.0,
05087,2020,4,2,1,1.0,0.0,0.5,1.0,1.0
05087,2020,8,3,1,0.0,0.0,0.0,0.0,0.0
05087,2020,10,1,0,1.0,1.0,,,
05087,2021,2,1,0,1.0,0.0,0.0,,
05087,2021,6,1,1,1.0,0.0,0.0,1.0,0.0
05087,2021,9,1,0,1.0,1.0,,,
05087,2021,11,1,1,1.0,0.0,0.0,1.0,0.0
05087,2021,12,2,0,0.5,0.0,0.0,,
05087,2022,5,3,0,1.0,0.0,0.0,,
05087,2022,7,1,0,1.0,0.0,0.0,,
05087,2022,10,1,0,1.0,1.0,,,
05087,2022,11,4,0,0.5,0.25,0.0,,
05087,2023,1,1,0,1.0,0.0,0.0,,
05087,2023,2,3,0,1.0,0.0,0.0,,
05087,2023,4,3,0,0.6666666666666667,0.0,0.0,,
05087,2023,5,3,2,1.0,0.3333333333333333,0.0,1.0,0.0
05087,2023,7,3,0,1.0,0.0,0.0,,
05087,2023,9,2,0,1.0,0.5,0.0,,
05087,2023,10,1,1,0.0,0.0,0.0,0.0,0.0
05089,2008,1,2,1,1.0,0.0,0.0,1.0,0.0
05089,2008,4,1,0,0.0,0.0,0.0,,
05089,2008,5,1,1,0.0,0.0,0.0,0.0,0.0
05089,2008,9,4,0,0.5,0.5,0.0,,
05089,2008,11,1,0,0.0,0.0,0.0,,
05089,2009,3,2,0,1.0,0.0,0.0,,
05089,2009,5,1,0,0.0,0.0,0.0,,
05089,2009,9,1,0,0.0,0.0,0.0,,
05089,2010,5,3,1,0.6666666666666667,0.6666666666666666,0.0,1.0,
05089,2010,10,2,0,0.0,0.0,0.0,,
05089,2010,12,1,0,1.0,0.0,0.0,,
05089,2011,3,1,1,0.0,0.0,0.0,0.0,0.0
05089,2011,5,6,0,0.6666666666666667,0.3333333333333333,0.0,,
05089,2011,7,1,0,1.0,1.0,,,
05089,2011,10,1,0,1.0,0.0,0.0,,
05089,2012,6,2,0,0.5,0.0,0.0,,
05089,2012,9,1,0,1.0,0.0,0.0,,
05089,2013,1,1,0,0.0,0.0,0.0,,
05089,2013,4,1,0,0.0,0.0,0.0,,
05089,2013,6,2,0,0.5,0.0,0.5,,
05089,2013,11,1,0,0.0,0.0,0.0,,
05089,2014,2,3,0,1.0,0.0,0.3333333333333333,,
05089,2014,5,2,0,1.0,0.0,0.0,,
05089,2015,1,1,0,0.0,0.0,0.0,,
05089,2015,2,2,0,0.5,0.0,0.0,,
05089,2015,7,2,0,0.5,0.0,0.5,,
05089,2015,9,2,0,0.5,0.0,0.0,,
05089,2015,10,1,1,1.0,0.0,0.0,1.0,0.0
05089,2015,12,1,0,1.0,0.0,0.0,,
05089,2016,2,2,0,0.0,0.0,0.0,,
05089,2016,3,2,0,1.0,0.0,0.0,,
05089,2017,9,1,0,0.0,0.0,0.0,,
05089,2018,6,1,0,1.0,0.0,0.0,,
05089,2018,7,2,0,0.5,0.0,0.0,,
05089,2018,10,1,0,1.0,0.0,1.0,,
05089,2019,1,1,0,0.0,0.0,0.0,,
05089,2019,7,1,1,1.0,0.0,1.0,1.0,1.0
05089,2019,9,1,0,1.0,0.0,0.0,,
05089,2020,8,1,0,1.0,0.0,0.0,,
05089,2020,9,4,0,0.5,0.25,0.0,,
05089,2020,10,2,0,0.0,0.0,0.0,,
05089,2020,11,1,0,0.0,0.0,0.0,,
05089,2020,12,1,1,0.0,0.0,0.0,0.0,0.0
05089,2021,6,2,1,1.0,1.0,,1.0,
05089,2021,11,1,0,1.0,0.0,0.0,,
05089,2021,12,1,1,0.0,0.0,0.0,0.0,0.0
05089,2022,11,2,1,0.5,0.0,0.0,0.0,0.0
05089,2023,2,2,0,0.0,0.0,0.0,,
05089,2023,7,2,0,0.0,0.0,0.0,,
05091,2008,6,1,0,1.0,1.0,,,
05091,2008,7,1,0,1.0,0.0,1.0,,
05091,2008,8,1,0,1.0,1.0,,,
05091,2008,10,1,1,0.0,0.0,0.0,0.0,0.0
05091,2008,11,1,1,0.0,0.0,0.0,0.0,0.0
05091,2008,12,1,1,0.0,0.0,0.0,0.0,0.0
05091,2009,1,2,0,0.5,0.5,0.0,,
05091,2009,4,2,0,0.0,0.0,0.0,,
05091,2009,6,1,1,0.0,0.0,0.0,0.0,0.0
05091,2009,8,2,2,0.5,0.0,0.5,0.5,0.5
05091,2009,9,2,0,1.0,1.0,,,
05091,2009,11,8,2,1.0,0.875,0.0,1.0,
05091,2010,4,1,0,0.0,0.0,0.0,,
05091,2010,6,1,1,0.0,0.0,0.0,0.0,0.0
05091,2010,7,1,1,0.0,0.0,0.0,0.0,0.0
05091,2010,9,4,1,0.75,0.75,0.0,1.0,
05091,2011,3,4,1,0.25,0.25,0.0,0.0,0.0
05091,2011,4,3,1,0.6666666666666667,0.3333333333333333,0.0,1.0,0.0
05091,2011,6,3,1,1.0,1.0,,1.0,
05091,2011,7,3,0,0.0,0.0,0.0,,
05091,2011,8,1,0,0.0,0.0,0.0,,
05091,2011,9,1,1,1.0,1.0,,1.0,
05091,2011,10,1,0,0.0,0.0,0.0,,
05091,2011,12,2,0,1.0,0.0,1.0,,
05091,2012,2,4,1,0.75,0.75,0.0,0.0,0.0
05091,2012,4,1,1,0.0,0.0,0.0,0.0,0.0
05091,2012,5,3,0,0.33333333333333337,0.3333333333333333,0.0,,
05091,2012,6,2,1,0.5,0.0,0.5,0.0,0.0
05091,2012,7,2,0,0.5,0.0,0.5,,
05091,2012,10,1,0,1.0,1.0,,,
05091,2013,3,1,0,1.0,1.0,,,
05091,2013,5,2,1,1.0,0.5,1.0,1.0,
05091,2013,8,3,0,1.0,0.6666666666666666,1.0,,
05091,2013,9,1,0,1.0,0.0,1.0,,
05091,2013,11,3,0,0.33333333333333337,0.3333333333333333,0.0,,
05091,2014,3,2,0,1.0,1.0,,,
05091,2014,10,1,0,0.0,0.0,0.0,,
05091,2014,11,3,0,0.6666666666666667,0.6666666666666666,0.0,,
05091,2015,2,2,0,1.0,0.0,1.0,,
05091,2015,4,6,2,0.6666666666666667,0.5,0.3333333333333333,0.5,0.5
05091,2015,8,2,1,1.0,1.0,,1.0,
05091,2015,12,8,0,0.625,0.5,0.0,,
05091,2016,1,1,0,1.0,0.0,0.0,,
05091,2016,3,2,1,1.0,0.5,0.0,1.0,0.0
05091,2016,4,3,0,1.0,0.6666666666666666,0.0,,
05091,2016,5,2,0,0.0,0.0,0.0,,
05091,2016,6,2,0,1.0,1.0,,,
05091,2016,9,2,0,0.5,0.5,0.0,,
05091,2016,10,1,0,1.0,1.0,,,
05091,2016,11,2,0,0.5,0.5,0.0,,
05091,2017,1,1,1,1.0,0.0,1.0,1.0,1.0
05091,2017,3,4,0,1.0,0.5,1.0,,
05091,2017,4,4,0,1.0,0.6666666666666666,0.0,,
05091,2017,5,2,0,0.5,0.5,0.0,,
05091,2017,6,5,1,1.0,0.4,0.3333333333333333,1.0,
05091,2017,9,4,0,1.0,0.6666666666666666,0.0,,
05091,2017,10,1,0,1.0,1.0,,,
05091,2017,11,2,0,1.0,0.0,1.0,,
05091,2017,12,3,1,1.0,0.3333333333333333,1.0,1.0,
05091,2018,4,2,0,0.0,0.0,0.0,,
05091,2018,5,2,0,1.0,0.0,1.0,,
05091,2018,6,3,2,0.33333333333333337,0.0,0.0,0.0,0.0
05091,2018,7,1,0,1.0,0.0,1.0,,
05091,2018,8,1,0,,,,,
05091,2018,11,1,0,1.0,1.0,,,
05091,2018,12,2,2,0.5,0.0,0.5,0.5,0.5
05091,2019,2,1,1,0.0,0.0,0.0,0.0,0.0
05091,2019,4,2,0,0.0,0.0,0.0,,
05091,2019,6,1,0,,,,,
05091,2019,7,1,0,0.0,0.0,0.0,,
05091,2019,8,2,1,1.0,0.5,0.0,1.0,
05091,2019,12,2,1,1.0,1.0,,1.0,
05091,2020,1,2,0,0.5,0.0,0.0,,
05091,2020,2,4,0,0.5,0.25,0.3333333333333333,,
05091,2020,3,2,1,1.0,1.0,,1.0,
05091,2020,6,1,0,0.0,0.0,0.0,,
05091,2020,7,2,0,0.0,0.0,0.0,,
05091,2020,8,1,0,1.0,1.0,,,
05091,2020,9,3,0,0.33333333333333337,0.3333333333333333,0.0,,
05091,2020,10,1,0,0.0,0.0,0.0,,
05091,2020,12,1,0,0.0,0.0,0.0,,
05091,2021,1,1,0,1.0,1.0,,,
05091,2021,4,4,3,0.75,0.75,0.0,0.6666666666666667,0.0
05091,2021,5,1,0,1.0,1.0,,,
05091,2021,6,3,0,0.5,0.5,0.0,,
05091,2021,8,2,0,1.0,0.0,0.5,,
05091,2021,9,1,1,0.0,0.0,0.0,0.0,0.0
05091,2021,10,3,1,0.0,0.0,0.0,0.0,0.0
05091,2021,11,4,0,0.5,0.5,0.0,,
05091,2022,1,1,0,0.0,0.0,0.0,,
05091,2022,2,3,0,0.6666666666666667,0.0,0.3333333333333333,,
05091,2022,6,1,1,1.0,0.0,1.0,1.0,1.0
05091,2022,7,2,0,0.5,0.5,0.0,,
05091,2022,8,1,0,0.0,0.0,0.0,,
05091,2022,9,1,1,0.0,0.0,0.0,0.0,0.0
05091,2022,10,6,1,0.19999999999999996,0.2,0.0,1.0,
05091,2023,1,1,1,0.0,0.0,0.0,0.0,0.0
05091,2023,3,2,0,1.0,0.5,1.0,,
05091,2023,6,1,0,0.0,0.0,0.0,,
05091,2023,8,1,1,1.0,0.0,1.0,1.0,1.0
05091,2023,9,1,0,1.0,1.0,,,
05091,2023,10,1,1,1.0,1.0,,1.0,
05093,2008,1,1,0,1.0,1.0,,,
05093,2008,3,1,0,1.0,1.0,,,
05093,2008,4,1,0,0.0,0.0,0.0,,
05093,2008,5,1,0,0.0,0.0,0.0,,
05093,2008,6,2,0,1.0,1.0,,,
05093,2008,7,1,0,1.0,1.0,,,
05093,2008,8,1,0,0.0,0.0,0.0,,
05093,2008,9,2,0,0.0,0.0,0.0,,
05093,2009,2,1,0,1.0,1.0,,,
05093,2009,3,1,1,0.0,0.0,0.0,0.0,0.0
05093,2009,4,1,0,0.0,0.0,0.0,,
05093,2009,6,3,1,0.6666666666666667,0.3333333333333333,0.0,0.0,0.0
05093,2009,8,4,0,0.0,0.0,0.0,,
05093,2009,9,2,0,0.0,0.0,0.0,,
05093,2009,10,1,0,0.0,0.0,0.0,,
05093,2009,11,9,1,0.33333333333333337,0.1111111111111111,0.25,0.0,0.0
05093,2010,3,4,3,0.0,0.0,0.0,0.0,0.0
05093,2010,4,2,0,0.0,0.0,0.0,,
05093,2010,6,1,1,0.0,0.0,0.0,0.0,0.0
05093,2010,7,2,0,1.0,1.0,,,
05093,2010,9,2,0,1.0,0.5,1.0,,
05093,2010,10,1,1,0.0,0.0,0.0,0.0,0.0
05093,2010,11,2,0,0.5,0.0,0.5,,
05093,2010,12,2,0,1.0,0.5,0.0,,
05093,2011,3,1,0,0.0,0.0,0.0,,
05093,2011,4,1,1,1.0,1.0,,1.0,
05093,2011,8,2,0,0.0,0.0,0.0,,
05093,2011,10,1,0,1.0,1.0,,,
05093,2011,11,1,0,1.0,0.0,0.0,,
05093,2011,12,1,0,0.0,0.0,0.0,,
05093,2012,3,2,0,0.0,0.0,0.0,,
05093,2012,6,3,2,0.33333333333333337,0.3333333333333333,0.0,0.0,0.0
05093,2012,7,2,1,0.5,0.0,0.0,1.0,0.0
